scaffold	start	end	dxy_SILK_KADK	dxy_SILK_WHLH	dxy_KADK_WHLH
Z	597001	598000	0.0121	0.0046	0.011
Z	598001	599000	0.005	0.0047	0.0071
Z	599001	600000	0.0041	0.0015	0.004
Z	600001	601000	0.0053	0.0052	0.0044
Z	601001	602000	0.0051	0.005	0.0034
Z	602001	603000	0.0056	0.0077	0.0057
Z	603001	604000	0.0121	0.0114	0.0089
Z	604001	605000	0.0059	0.005	0.0033
Z	605001	606000	0.0068	0.008	0.0093
Z	606001	607000	0.0036	0.0025	0.0028
Z	607001	608000	0.0097	0.0084	0.0096
Z	608001	609000	0.0072	0.0067	0.0072
Z	609001	610000	0.0048	0.0056	0.0055
Z	610001	611000	0.0127	0.0107	0.0119
Z	611001	612000	0.0194	0.0148	0.0175
Z	612001	613000	0.0097	0.0091	0.0078
Z	613001	614000	0.0114	0.013	0.0121
Z	614001	615000	0.0051	0.0043	0.0035
Z	615001	616000	0.009	0.0059	0.0071
Z	616001	617000	0.0074	0.0073	0.0076
Z	617001	618000	0.0081	0.0056	0.0065
Z	618001	619000	0.003	0.004	0.0029
Z	619001	620000	0.0041	0.0044	0.003
Z	620001	621000	0.0062	0.006	0.005
Z	621001	622000	0.006	0.0066	0.0043
Z	622001	623000	0.0055	0.0051	0.0037
Z	623001	624000	0.0136	0.0134	0.0101
Z	624001	625000	0.0057	0.0059	0.0039
Z	625001	626000	0.0049	0.0051	0.0024
Z	626001	627000	0.0083	0.0083	0.0049
Z	627001	628000	0.005	0.0043	0.0013
Z	628001	629000	0.0071	0.0076	0.005
Z	629001	630000	0.0076	0.0082	0.0052
Z	630001	631000	0.0076	0.0105	0.0081
Z	631001	632000	0.0094	0.0116	0.0073
Z	632001	633000	0.0038	0.0062	0.0048
Z	633001	634000	0.0072	0.0091	0.0067
Z	634001	635000	0.0042	0.0038	0.0039
Z	635001	636000	0.0085	0.0073	0.0051
Z	636001	637000	0.0061	0.0069	0.0025
Z	637001	638000	0.0104	0.0095	0.007
Z	638001	639000	0.0054	0.0059	0.0048
Z	639001	640000	0.0066	0.0066	0.0065
Z	640001	641000	0.0062	0.0087	0.0088
Z	641001	642000	0.0059	0.0065	0.0059
Z	642001	643000	0.004	0.0038	0.0042
Z	643001	644000	0.0086	0.0081	0.0069
Z	644001	645000	0.0102	0.0111	0.0101
Z	645001	646000	0.0055	0.0058	0.0054
Z	646001	647000	0.0039	0.0041	0.0038
Z	647001	648000	0.0064	0.0046	0.0056
Z	648001	649000	0.0052	0.0051	0.004
Z	649001	650000	0.009	0.0116	0.0099
Z	650001	651000	0.0066	0.006	0.004
Z	651001	652000	0.0037	0.0025	0.003
Z	652001	653000	0.0073	0.0072	0.008
Z	653001	654000	0.0035	0.0062	0.0062
Z	654001	655000	0.0056	0.0107	0.0105
Z	655001	656000	0.0092	0.0104	0.0106
Z	656001	657000	0.0035	0.005	0.004
Z	657001	658000	0.0079	0.0093	0.009
Z	658001	659000	0.0074	0.0111	0.0111
Z	659001	660000	0.0015	0.0033	0.0023
Z	660001	661000	0.0066	0.0105	0.0086
Z	661001	662000	0.0086	0.0085	0.0022
Z	662001	663000	0.0025	0.0023	0.0008
Z	663001	664000	0.0075	0.0078	0.0011
Z	664001	665000	0.0046	0.0047	0.0005
Z	665001	666000	0.0057	0.0056	0.0004
Z	666001	667000	0.0048	0.0049	0.0002
Z	667001	668000	0.0046	0.0047	0.0017
Z	668001	669000	0.0048	0.0035	0.0021
Z	669001	670000	0.0039	0.0042	0.0003
Z	670001	671000	0.0033	0.0036	0.0019
Z	671001	672000	0.0022	0.0022	0.0004
Z	672001	673000	0.0099	0.0098	0.008
Z	673001	674000	0.0045	0.0042	0.0025
Z	674001	675000	0.0052	0.0074	0.0069
Z	675001	676000	0.0024	0.003	0.0033
Z	676001	677000	0.008	0.0083	0.0059
Z	677001	678000	0.0066	0.0056	0.0054
Z	678001	679000	0.0102	0.0054	0.0078
Z	679001	680000	0.0059	0.0051	0.0034
Z	680001	681000	0.0032	0.0058	0.0057
Z	681001	682000	0.0025	0.0017	0.0015
Z	682001	683000	0.0019	0.002	0.0003
Z	683001	684000	0.0034	0.0036	0.0011
Z	684001	685000	0.0085	0.0088	0.0081
Z	685001	686000	0.0072	0.0062	0.0099
Z	686001	687000	0.0091	0.0093	0.0104
Z	687001	688000	0.0083	0.0073	0.0074
Z	688001	689000	0.0055	0.0076	0.0077
Z	689001	690000	0.0073	0.0065	0.0062
Z	690001	691000	0.0075	0.0072	0.0059
Z	691001	692000	0.0085	0.0107	0.0086
Z	692001	693000	0.0111	0.0079	0.0092
Z	693001	694000	0.0134	0.0094	0.0102
Z	694001	695000	0.0059	0.0071	0.0056
Z	695001	696000	0.0012	0.0038	0.0039
Z	696001	697000	0.0081	0.0062	0.0059
Z	697001	698000	0.0049	0.0054	0.004
Z	698001	699000	0.0045	0.0068	0.0068
Z	699001	700000	0.0069	0.009	0.0103
Z	700001	701000	0.0026	0.0025	0.0015
Z	701001	702000	0.0054	0.0054	0.0005
Z	702001	703000	0.0058	0.0071	0.0069
Z	703001	704000	0.0061	0.0052	0.0056
Z	704001	705000	0.0034	0.0067	0.0064
Z	705001	706000	0.0026	0.0034	0.0031
Z	706001	707000	0.0065	0.0069	0.0081
Z	707001	708000	0.0038	0.0039	0.0026
Z	708001	709000	0.011	0.0115	0.0019
Z	709001	710000	0.0075	0.0078	0.0062
Z	710001	711000	0.0024	0.0036	0.003
Z	711001	712000	0.0033	0.0067	0.0063
Z	712001	713000	0.0061	0.0057	0.0058
Z	713001	714000	0.0047	0.0054	0.0042
Z	714001	715000	0.0031	0.0033	0.0011
Z	715001	716000	0.0087	0.007	0.0052
Z	716001	717000	0.0045	0.0064	0.0037
Z	717001	718000	0.0027	0.0032	0.0031
Z	718001	719000	0.0045	0.0039	0.004
Z	719001	720000	0.0074	0.0081	0.0069
Z	720001	721000	0.0065	0.006	0.0057
Z	721001	722000	0.0045	0.0048	0.0061
Z	722001	723000	0.0073	0.0035	0.0061
Z	723001	724000	0.0054	0.0065	0.0041
Z	724001	725000	0.0023	0.004	0.0035
Z	725001	726000	0.0037	0.0054	0.0029
Z	726001	727000	0.0038	0.0095	0.0103
Z	727001	728000	0.0078	0.0063	0.0076
Z	728001	729000	0.0035	0.0041	0.0072
Z	729001	730000	0.0075	0.0079	0.0042
Z	730001	731000	0.0095	0.0088	0.0083
Z	731001	732000	0.0059	0.0063	0.0066
Z	732001	733000	0.0042	0.005	0.0037
Z	733001	734000	0.0129	0.0122	0.0088
Z	734001	735000	0.0114	0.0126	0.0089
Z	735001	736000	0.0036	0.0042	0.0009
Z	736001	737000	0.0042	0.0054	0.0079
Z	737001	738000	0.004	0.0033	0.0032
Z	738001	739000	0.0068	0.0054	0.0044
Z	739001	740000	0.0063	0.0084	0.007
Z	740001	741000	0.008	0.0082	0.0075
Z	741001	742000	0.0057	0.0049	0.0061
Z	742001	743000	0.0033	0.0024	0.0045
Z	743001	744000	0.013	0.0099	0.0175
Z	744001	745000	0.0099	0.0045	0.0073
Z	745001	746000	0.0122	0.0122	0.0105
Z	746001	747000	0.0066	0.0067	0.0069
Z	747001	748000	0.0051	0.0073	0.0052
Z	748001	749000	0.0062	0.0042	0.0045
Z	749001	750000	0.0021	0.0033	0.0044
Z	750001	751000	0.0045	0.0046	0.0044
Z	751001	752000	0.0052	0.0054	0.0052
Z	752001	753000	0.008	0.0086	0.0093
Z	753001	754000	0.0064	0.0098	0.0077
Z	754001	755000	0.0073	0.0072	0.0051
Z	755001	756000	0.008	0.0076	0.0048
Z	756001	757000	0.0071	0.0068	0.0055
Z	757001	758000	0.0057	0.0062	0.0042
Z	758001	759000	0.0064	0.0043	0.0069
Z	759001	760000	0.0063	0.0068	0.0051
Z	760001	761000	0.0058	0.0041	0.0055
Z	761001	762000	0.008	0.0088	0.0061
Z	762001	763000	0.0033	0.0044	0.0042
Z	763001	764000	0.0059	0.0068	0.0057
Z	764001	765000	0.0033	0.004	0.0019
Z	765001	766000	0.0026	0.0021	0.0023
Z	766001	767000	0.0064	0.0056	0.0042
Z	767001	768000	0.0047	0.0051	0.0048
Z	768001	769000	0.0044	0.005	0.0029
Z	769001	770000	0.0042	0.0047	0.0029
Z	770001	771000	0.0057	0.0053	0.0032
Z	771001	772000	0.0051	0.0054	0.0038
Z	772001	773000	0.0041	0.004	0.0036
Z	773001	774000	0.0061	0.006	0.0044
Z	774001	775000	0.0053	0.0049	0.0051
Z	775001	776000	0.002	0.0019	0.0017
Z	776001	777000	0.0056	0.0065	0.0051
Z	777001	778000	0.0036	0.003	0.003
Z	778001	779000	0.0036	0.0034	0.0032
Z	779001	780000	0.0072	0.0074	0.0065
Z	780001	781000	0.0011	0.0011	0.0014
Z	781001	782000	0.0027	0.0028	0.0017
Z	782001	783000	0.0037	0.0035	0.0016
Z	783001	784000	0.0069	0.0067	0.0082
Z	784001	785000	0.0095	0.0067	0.0088
Z	785001	786000	0.0057	0.0062	0.0049
Z	786001	787000	0.0085	0.0058	0.0066
Z	787001	788000	0.0076	0.0074	0.0062
Z	788001	789000	0.0063	0.0057	0.006
Z	789001	790000	0.004	0.0019	0.0034
Z	790001	791000	0.0012	0.0008	0.0009
Z	791001	792000	0.004	0.0035	0.0021
Z	792001	793000	0.0044	0.0046	0.0026
Z	793001	794000	0.0071	0.0065	0.0062
Z	794001	795000	0.0089	0.0115	0.0099
Z	795001	796000	0.0015	0.0017	0.0022
Z	796001	797000	0.0035	0.0017	0.002
Z	797001	798000	0.006	0.0067	0.0083
Z	798001	799000	0.0078	0.008	0.0067
Z	799001	800000	0.0096	0.0081	0.0117
Z	800001	801000	0.0082	0.007	0.0074
Z	801001	802000	0.004	0.0038	0.0025
Z	802001	803000	0.0032	0.0032	0.0029
Z	803001	804000	0.0059	0.0058	0.0024
Z	804001	805000	0.0097	0.0085	0.0053
Z	805001	806000	0.0075	0.0072	0.0058
Z	806001	807000	0.0022	0.0022	0.0022
Z	807001	808000	0.0067	0.0083	0.0081
Z	808001	809000	0.0072	0.0078	0.0081
Z	809001	810000	0.0055	0.0039	0.005
Z	810001	811000	0.0034	0.0024	0.002
Z	811001	812000	0.0076	0.0074	0.0076
Z	812001	813000	0.0022	0.0039	0.003
Z	813001	814000	0.0029	0.0033	0.0029
Z	814001	815000	0.0029	0.0027	0.0022
Z	815001	816000	0.0025	0.0019	0.0013
Z	816001	817000	0.0075	0.008	0.0101
Z	817001	818000	0.0072	0.0084	0.0095
Z	818001	819000	0.004	0.0021	0.0035
Z	819001	820000	0.0006	0.0001	0.0006
Z	820001	821000	0.0054	0.0058	0.0041
Z	821001	822000	0.004	0.0057	0.0047
Z	822001	823000	0.0076	0.0069	0.0034
Z	823001	824000	0.005	0.0063	0.0032
Z	824001	825000	0.0077	0.0082	0.005
Z	825001	826000	0.0051	0.0052	0.0029
Z	826001	827000	0.0058	0.0084	0.0068
Z	827001	828000	0.0048	0.0062	0.0044
Z	828001	829000	0.0042	0.0064	0.0082
Z	829001	830000	0.0033	0.0036	0.0043
Z	830001	831000	0.0034	0.0036	0.0042
Z	831001	832000	0.0058	0.0064	0.01
Z	832001	833000	0.004	0.002	0.0047
Z	833001	834000	0.0054	0.0067	0.0101
Z	834001	835000	0.0021	0.0016	0.0012
Z	835001	836000	0.0047	0.003	0.0045
Z	836001	837000	0.0079	0.0071	0.006
Z	837001	838000	0.0031	0.0057	0.0052
Z	838001	839000	0.0031	0.0029	0.0018
Z	839001	840000	0.0046	0.0069	0.009
Z	840001	841000	0.0042	0.0054	0.0046
Z	841001	842000	0.0048	0.0024	0.003
Z	842001	843000	0.0125	0.0158	0.0161
Z	843001	844000	0.0044	0.0039	0.004
Z	844001	845000	0.0051	0.0061	0.0054
Z	845001	846000	0.0037	0.0088	0.0085
Z	846001	847000	0.0029	0.0029	0.0041
Z	847001	848000	0.0039	0.0039	0.006
Z	848001	849000	0.0043	0.0041	0.0064
Z	849001	850000	0.0014	0.0011	0.0022
Z	850001	851000	0.0064	0.0047	0.0041
Z	851001	852000	0.0077	0.0083	0.0083
Z	852001	853000	0.012	0.0133	0.012
Z	853001	854000	0.0054	0.0041	0.0061
Z	854001	855000	0.0098	0.0064	0.0061
Z	855001	856000	0.0012	0.0015	0.001
Z	856001	857000	0.0063	0.0074	0.008
Z	857001	858000	0.0121	0.0149	0.015
Z	858001	859000	0.003	0.0044	0.0036
Z	859001	860000	0.0056	0.007	0.0056
Z	860001	861000	0.009	0.0134	0.0117
Z	861001	862000	0.006	0.0089	0.0086
Z	862001	863000	0.0044	0.0076	0.0048
Z	863001	864000	0.0053	0.0043	0.0061
Z	864001	865000	0.0009	0.0008	0.0006
Z	865001	866000	0.0034	0.0032	0.0044
Z	866001	867000	0.0015	0.0037	0.0034
Z	867001	868000	0.0007	0.0057	0.0056
Z	868001	869000	0.0041	0.0042	0.0033
Z	869001	870000	0.0057	0.0102	0.0093
Z	870001	871000	0.0054	0.0065	0.0047
Z	871001	872000	0.002	0.0033	0.0038
Z	872001	873000	0.0112	0.0144	0.0123
Z	873001	874000	0.0027	0.0032	0.0013
Z	874001	875000	0.0027	0.0031	0.0025
Z	875001	876000	0.0035	0.0079	0.0073
Z	876001	877000	0.0022	0.0065	0.0069
Z	877001	878000	0.0016	0.0015	0.0017
Z	878001	879000	0.0029	0.0037	0.0038
Z	879001	880000	0.0033	0.0043	0.0038
Z	880001	881000	0.0033	0.0038	0.0047
Z	881001	882000	0.0029	0.0042	0.0051
Z	882001	883000	0.0047	0.0049	0.0049
Z	883001	884000	0.003	0.0058	0.0045
Z	884001	885000	0.0029	0.0031	0.0019
Z	885001	886000	0.0053	0.0056	0.0063
Z	886001	887000	0.0051	0.0067	0.0072
Z	887001	888000	0.0074	0.0129	0.0128
Z	888001	889000	0.0034	0.0042	0.0049
Z	889001	890000	0.0045	0.009	0.0075
Z	890001	891000	0.0032	0.0043	0.0047
Z	891001	892000	0.0131	0.012	0.0126
Z	892001	893000	0.0034	0.0046	0.004
Z	893001	894000	0.0076	0.0076	0.0034
Z	894001	895000	0.0089	0.012	0.0107
Z	895001	896000	0.0057	0.0076	0.0089
Z	896001	897000	0.0043	0.0039	0.005
Z	897001	898000	0.0083	0.0095	0.0091
Z	898001	899000	0.011	0.008	0.0106
Z	899001	900000	0.0068	0.0085	0.0116
Z	900001	901000	0.0087	0.0154	0.0164
Z	901001	902000	0.0045	0.0055	0.0073
Z	902001	903000	0.0082	0.0096	0.0118
Z	903001	904000	0.0032	0.0076	0.0072
Z	904001	905000	0.0071	0.01	0.0078
Z	905001	906000	0.0056	0.0038	0.0041
Z	906001	907000	0.0071	0.0091	0.0094
Z	907001	908000	0.0062	0.0096	0.009
Z	908001	909000	0.0058	0.0069	0.0061
Z	909001	910000	0.0125	0.0156	0.0148
Z	910001	911000	0.0064	0.0082	0.0052
Z	911001	912000	0.0067	0.0047	0.0063
Z	912001	913000	0.0135	0.0143	0.0105
Z	913001	914000	0.0073	0.0071	0.0058
Z	914001	915000	0.0068	0.008	0.0053
Z	915001	916000	0.0024	0.0031	0.0027
Z	916001	917000	0.0027	0.0048	0.0036
Z	917001	918000	0.008	0.0108	0.0091
Z	918001	919000	0.0078	0.0083	0.008
Z	919001	920000	0.0049	0.0048	0.0053
Z	920001	921000	0.0051	0.0035	0.0038
Z	921001	922000	0.0078	0.0069	0.005
Z	922001	923000	0.0015	0.0004	0.0011
Z	923001	924000	0.0041	0.0042	0.0039
Z	924001	925000	0.0029	0.006	0.0066
Z	925001	926000	0.0048	0.0056	0.0072
Z	926001	927000	0.0028	0.0042	0.0058
Z	927001	928000	0.0126	0.0128	0.0123
Z	928001	929000	0.007	0.0097	0.0081
Z	929001	930000	0.0037	0.0038	0.0051
Z	930001	931000	0.0054	0.0023	0.0047
Z	931001	932000	0.005	0.0049	0.0046
Z	932001	933000	0.0079	0.0084	0.0057
Z	933001	934000	0.0077	0.0089	0.0069
Z	934001	935000	0.0144	0.0135	0.0107
Z	935001	936000	0.0158	0.0148	0.0128
Z	936001	937000	0.0121	0.0167	0.0059
Z	937001	938000	0.0103	0.0093	0.0095
Z	938001	939000	0.0131	0.0136	0.0086
Z	939001	940000	0.0127	0.0111	0.0076
Z	940001	941000	0.0062	0.007	0.0037
Z	941001	942000	0.0073	0.0073	0.0047
Z	942001	943000	0.0094	0.0092	0.0042
Z	943001	944000	0.0029	0.0027	0.0018
Z	944001	945000	0.0021	0.0025	0.0013
Z	945001	946000	0.0048	0.0039	0.0033
Z	946001	947000	0.0053	0.005	0.0021
Z	947001	948000	0.0091	0.0055	0.0079
Z	948001	949000	0.0045	0.0046	0.001
Z	949001	950000	0.0056	0.0053	0.0014
Z	950001	951000	0.0022	0.0012	0.0025
Z	951001	952000	0.0136	0.0114	0.0135
Z	952001	953000	0.0083	0.004	0.0088
Z	953001	954000	0.0054	0.0062	0.0084
Z	954001	955000	0.0042	0.0039	0.0041
Z	955001	956000	0.003	0.005	0.0043
Z	956001	957000	0.0026	0.0052	0.0053
Z	957001	958000	0.0034	0.008	0.0077
Z	958001	959000	0.004	0.0062	0.0052
Z	959001	960000	0.0081	0.0062	0.0075
Z	960001	961000	0.0046	0.0068	0.0054
Z	961001	962000	0.0106	0.0097	0.0108
Z	962001	963000	0.0071	0.006	0.0069
Z	963001	964000	0.0084	0.0065	0.0051
Z	964001	965000	0.005	0.0058	0.0035
Z	965001	966000	0.002	0.0015	0.0007
Z	966001	967000	0.0074	0.0079	0.0078
Z	967001	968000	0.0079	0.008	0.0058
Z	968001	969000	0.0039	0.0055	0.0061
Z	969001	970000	0.0063	0.0134	0.011
Z	970001	971000	0.0075	0.0061	0.0072
Z	971001	972000	0.0038	0.0097	0.0094
Z	972001	973000	0.0054	0.0091	0.0079
Z	973001	974000	0.0044	0.0059	0.0053
Z	974001	975000	0.0043	0.0035	0.0045
Z	975001	976000	0.0031	0.003	0.0015
Z	976001	977000	0.0075	0.0099	0.0094
Z	977001	978000	0.0083	0.0099	0.0107
Z	978001	979000	0.0079	0.009	0.0067
Z	979001	980000	0.0047	0.0034	0.0042
Z	980001	981000	0.007	0.0053	0.0073
Z	981001	982000	0.0021	0.0034	0.0035
Z	982001	983000	0.0063	0.0084	0.0084
Z	983001	984000	0.0047	0.0046	0.0051
Z	984001	985000	0.007	0.0083	0.0082
Z	985001	986000	0.0052	0.0033	0.0064
Z	986001	987000	0.0051	0.0065	0.0032
Z	987001	988000	0.0037	0.0053	0.0028
Z	988001	989000	0.003	0.0087	0.007
Z	989001	990000	0.0035	0.0039	0.0033
Z	990001	991000	0.0085	0.0096	0.0045
Z	991001	992000	0.004	0.0065	0.0056
Z	992001	993000	0.0024	0.0045	0.0038
Z	993001	994000	0.003	0.0108	0.0124
Z	994001	995000	0.0017	0.0036	0.0032
Z	995001	996000	0.0045	0.0049	0.0051
Z	996001	997000	0.0064	0.0076	0.0072
Z	997001	998000	0.0071	0.0053	0.0053
Z	998001	999000	0.0046	0.0053	0.0049
Z	999001	1000000	0.003	0.0048	0.0032
Z	1000001	1001000	0.0099	0.0041	0.0106
Z	1001001	1002000	0.004	0.0034	0.0031
Z	1002001	1003000	0.0066	0.0039	0.0054
Z	1003001	1004000	0.0055	0.0047	0.0029
Z	1004001	1005000	0.0096	0.0047	0.0084
Z	1005001	1006000	0.0064	0.0062	0.0075
Z	1006001	1007000	0.0135	0.0159	0.0177
Z	1007001	1008000	0.011	0.0159	0.0138
Z	1008001	1009000	0.0055	0.0073	0.0052
Z	1009001	1010000	0.0041	0.0021	0.0043
Z	1010001	1011000	0.0015	0.0008	0.0016
Z	1011001	1012000	0.0034	0.001	0.0029
Z	1012001	1013000	0.0094	0.0066	0.0103
Z	1013001	1014000	0.0023	0.0014	0.002
Z	1014001	1015000	0.0064	0.0033	0.0068
Z	1015001	1016000	0.0029	0.002	0.0025
Z	1016001	1017000	0.0078	0.0056	0.0077
Z	1017001	1018000	0.0123	0.0105	0.0112
Z	1018001	1019000	0.0129	0.0121	0.0119
Z	1019001	1020000	0.0096	0.0069	0.011
Z	1020001	1021000	0.013	0.0109	0.0069
Z	1021001	1022000	0.0062	0.0062	0.0066
Z	1022001	1023000	0.0086	0.0072	0.0078
Z	1023001	1024000	0.0076	0.005	0.0069
Z	1024001	1025000	0.006	0.0076	0.0071
Z	1025001	1026000	0.0109	0.0095	0.0074
Z	1026001	1027000	0.009	0.0113	0.0107
Z	1027001	1028000	0.009	0.0079	0.0078
Z	1028001	1029000	0.0066	0.0069	0.004
Z	1029001	1030000	0.0049	0.0043	0.0035
Z	1030001	1031000	0.0084	0.0062	0.0063
Z	1031001	1032000	0.0015	0.0036	0.0039
Z	1032001	1033000	0.0099	0.0103	0.0084
Z	1033001	1034000	0.0058	0.0069	0.008
Z	1034001	1035000	0.0042	0.0052	0.004
Z	1035001	1036000	0.0076	0.0078	0.0078
Z	1036001	1037000	0.0082	0.0053	0.0063
Z	1037001	1038000	0.0055	0.0088	0.0061
Z	1038001	1039000	0.0064	0.006	0.0033
Z	1039001	1040000	0.0051	0.0053	0.0042
Z	1040001	1041000	0.0048	0.0029	0.0051
Z	1041001	1042000	0.0049	0.0039	0.0024
Z	1042001	1043000	0.0122	0.0146	0.0058
Z	1043001	1044000	0.0046	0.003	0.004
Z	1044001	1045000	0.0042	0.0044	0.0019
Z	1045001	1046000	0.0061	0.005	0.0041
Z	1046001	1047000	0.0065	0.0065	0.0047
Z	1047001	1048000	0.0056	0.0079	0.0048
Z	1048001	1049000	0.0093	0.0123	0.0064
Z	1049001	1050000	0.0058	0.006	0.0043
Z	1050001	1051000	0.0047	0.0102	0.0092
Z	1051001	1052000	0.0068	0.0116	0.0092
Z	1052001	1053000	0.0056	0.0075	0.0078
Z	1053001	1054000	0.0059	0.008	0.0054
Z	1054001	1055000	0.0045	0.0042	0.0039
Z	1055001	1056000	0.0066	0.0064	0.0071
Z	1056001	1057000	0.0069	0.0069	0.0065
Z	1057001	1058000	0.0018	0.0034	0.0031
Z	1058001	1059000	0.0042	0.0047	0.0034
Z	1059001	1060000	0.0058	0.0054	0.0034
Z	1060001	1061000	0.0053	0.0045	0.0056
Z	1061001	1062000	0.0042	0.0047	0.0037
Z	1062001	1063000	0.0068	0.0061	0.0068
Z	1063001	1064000	0.003	0.0046	0.0044
Z	1064001	1065000	0.004	0.0038	0.0027
Z	1065001	1066000	0.0113	0.0112	0.0108
Z	1066001	1067000	0.0027	0.003	0.0039
Z	1067001	1068000	0.0054	0.0105	0.01
Z	1068001	1069000	0.0027	0.0034	0.0049
Z	1069001	1070000	0.0035	0.0024	0.0041
Z	1070001	1071000	0.0217	0.0231	0.0216
Z	1071001	1072000	0.0023	0.0033	0.0037
Z	1072001	1073000	0.0042	0.0046	0.0053
Z	1073001	1074000	0.0027	0.0032	0.0034
Z	1074001	1075000	0.0051	0.005	0.0042
Z	1075001	1076000	0.0033	0.0024	0.0018
Z	1076001	1077000	0.012	0.0104	0.0127
Z	1077001	1078000	0.0038	0.0072	0.0083
Z	1078001	1079000	0.008	0.0133	0.0096
Z	1079001	1080000	0.006	0.0056	0.0042
Z	1080001	1081000	0.0058	0.0048	0.0037
Z	1081001	1082000	0.0069	0.0084	0.0072
Z	1082001	1083000	0.0091	0.0092	0.0105
Z	1083001	1084000	0.009	0.0089	0.0085
Z	1084001	1085000	0.0066	0.0068	0.0013
Z	1085001	1086000	0.0094	0.0065	0.0051
Z	1086001	1087000	0.0085	0.008	0.0072
Z	1087001	1088000	0.0156	0.0139	0.0164
Z	1088001	1089000	0.0042	0.0023	0.0038
Z	1089001	1090000	0.0035	0.0024	0.0022
Z	1090001	1091000	0.0012	0.0015	0.0015
Z	1091001	1092000	0.0083	0.0107	0.0068
Z	1092001	1093000	0.0211	0.0225	0.0176
Z	1093001	1094000	0.0178	0.0196	0.0135
Z	1094001	1095000	0.0108	0.0078	0.0104
Z	1095001	1096000	0.0034	0.0042	0.0037
Z	1096001	1097000	0.0049	0.0052	0.0072
Z	1097001	1098000	0.0045	0.004	0.0033
Z	1098001	1099000	0.0043	0.0049	0.004
Z	1099001	1100000	0.0065	0.0095	0.0107
Z	1100001	1101000	0.0063	0.006	0.0056
Z	1101001	1102000	0.007	0.0086	0.0041
Z	1102001	1103000	0.0064	0.006	0.0051
Z	1103001	1104000	0.0064	0.0062	0.0049
Z	1104001	1105000	0.0054	0.0056	0.0035
Z	1105001	1106000	0.0035	0.0032	0.002
Z	1106001	1107000	0.0053	0.0059	0.0017
Z	1107001	1108000	0.0045	0.0047	0.0022
Z	1108001	1109000	0.0041	0.0043	0.0031
Z	1109001	1110000	0.0059	0.005	0.0042
Z	1110001	1111000	0.0034	0.0031	0.0027
Z	1111001	1112000	0.0055	0.005	0.0055
Z	1112001	1113000	0.0054	0.0048	0.004
Z	1113001	1114000	0.0035	0.0023	0.0034
Z	1114001	1115000	0.0046	0.0053	0.0046
Z	1115001	1116000	0.002	0.0025	0.0017
Z	1116001	1117000	0.0087	0.0094	0.0044
Z	1117001	1118000	0.0018	0.0008	0.0012
Z	1118001	1119000	0.0019	0.0018	0.0019
Z	1119001	1120000	0.0097	0.005	0.0093
Z	1120001	1121000	0.005	0.0047	0.0055
Z	1121001	1122000	0.0041	0.0037	0.0038
Z	1122001	1123000	0.0078	0.0076	0.0039
Z	1123001	1124000	0.0093	0.0069	0.0093
Z	1124001	1125000	0.0103	0.0092	0.0066
Z	1125001	1126000	0.0067	0.0078	0.0084
Z	1126001	1127000	0.0062	0.009	0.0076
Z	1127001	1128000	0.0031	0.0033	0.0019
Z	1128001	1129000	0.0076	0.0077	0.0063
Z	1129001	1130000	0.003	0.003	0.0029
Z	1130001	1131000	0.0084	0.0084	0.0033
Z	1131001	1132000	0.0089	0.0118	0.0105
Z	1132001	1133000	0.0037	0.0041	0.0035
Z	1133001	1134000	0.0078	0.0054	0.0059
Z	1134001	1135000	0.0055	0.0039	0.005
Z	1135001	1136000	0.0056	0.0054	0.0064
Z	1136001	1137000	0.0066	0.0054	0.0054
Z	1137001	1138000	0.0058	0.0051	0.0042
Z	1138001	1139000	0.0071	0.0052	0.0064
Z	1139001	1140000	0.0059	0.0052	0.0062
Z	1140001	1141000	0.0072	0.0075	0.005
Z	1141001	1142000	0.0016	0.0028	0.0023
Z	1142001	1143000	0.0059	0.0029	0.0045
Z	1143001	1144000	0.0122	0.0129	0.0086
Z	1144001	1145000	0.006	0.008	0.0088
Z	1145001	1146000	0.0088	0.0084	0.0062
Z	1146001	1147000	0.0052	0.0044	0.0043
Z	1147001	1148000	0.0021	0.0036	0.0017
Z	1148001	1149000	0.0047	0.0055	0.0062
Z	1149001	1150000	0.0042	0.0041	0.0028
Z	1150001	1151000	0.0047	0.0024	0.005
Z	1151001	1152000	0.0053	0.0063	0.0037
Z	1152001	1153000	0.005	0.0059	0.0037
Z	1153001	1154000	0.0034	0.0027	0.0022
Z	1154001	1155000	0.0079	0.0091	0.0071
Z	1155001	1156000	0.0061	0.0057	0.006
Z	1156001	1157000	0.005	0.0063	0.0051
Z	1157001	1158000	0.0046	0.0038	0.0042
Z	1158001	1159000	0.005	0.0055	0.0037
Z	1159001	1160000	0.0071	0.01	0.0065
Z	1160001	1161000	0.0055	0.0068	0.0061
Z	1161001	1162000	0.0053	0.0058	0.004
Z	1162001	1163000	0.0029	0.0068	0.0069
Z	1163001	1164000	0.0024	0.0034	0.0029
Z	1164001	1165000	0.0036	0.0019	0.0037
Z	1165001	1166000	0.0128	0.0093	0.0115
Z	1166001	1167000	0.0045	0.0021	0.0046
Z	1167001	1168000	0.0046	0.0049	0.0045
Z	1168001	1169000	0.004	0.0029	0.0037
Z	1169001	1170000	0.0073	0.0049	0.0072
Z	1170001	1171000	0.0028	0.0005	0.0027
